text,file
nohe iyi bir 'intro' belgeseli yaptı ancak bir seyirci değil bir seyirci gibi hissediyor,1
görünüşte bellek ve pişmanlık hakkında bir reverie olarak tasarlanmış ama pişman olacağınız tek şey onun üzerinden oturmak deneyimini hatırlamaktır,1
Eşsiz orantılara sahip 94 dakikalık bir travesti olan yazar-yönetmen parker efsanevi aklın klasik yanlış kimliğini acımasızca işlenmiş ve unfunny hokum haline getirme yolunda ilerliyor gibi görünüyor,1
Adam kızı alır adam kızı kaybeder seyirci uyur,1
çocukça gece terörü uyandıran ürkütücü sahneler olmasına rağmen izleyiciye gayret etmekten ziyade şüphe uyandırıcı bir girişime rağmen [armoni] ön plana çıkarmak için çok sıradan bir şey,1
Potansiyel olarak malzemeleri hayaletin huzursuz bir karışımına ve üçüncü türün yakın karşılaşmalarına davet eder,1
Noel Baba 2 ile ilgili garip bir şey aslında bir çocuk filmi çocukların duygusal olarak ilgisini çekecek hiçbir şey yok,1
amatörce yapılan bir şekilde iddialı,1
kötü bir sitcom mizah karakterizasyon dokunaklılık ve zeka içerir,1
Filmin 90 dakikadan az olması önemli değil hala bir hapishane gibi hissediyor,1
kısmen bir şempanze sayılarla romantik komedi kısmen başarı boşluğu üzerinde sığ bir ruminasyon - ve tamamen ruhsuz,1
ong ah na'nın hayatını karakterinin boş yüzlü iyimserliği karşısında en hoş olmayan ayrıntılarını eriten hafif ve masum bir masal olarak sunmayı seçer,1
"Genel his ""7 cennet"" in yüceltilmiş bir bölümünü izlemekten farklı değildir",1
sadece bir öpücük sadece bir israftır,1
   Bu hafif bir kaçış olarak yaşayabileceğimiz bir film bile değil; Korku ve hayal kırıklığının tahammül edilemez seviyelere provoke edildiği bir durumdur,1
Açıkçası hem kadınlara hem de kadınlara hakaret ediyor ve bu o kadar da komik değil - ki bu genellikle hakaret ediyor,1
Düşen ölüler yeterince büyük değildi bu eşit derecede dağınık dağınık küçük kasaba rekabeti sergileniyor,1
İkinci dünya savaşını bir adamın eski bir alev bulma arayışına indiren sefil bir film,1
Bu rakamlar bir remodur bir yarım-kare komployu wilson ve murphy'nin daha iddialı bir filmde ne kadar komik olabileceğini gösteren bir dizi rutinine bağlar,1
orta menzilli steven seagalden daha iyi ama patenlerde jet li kadar keskin değil,1
no dia em que aceitou dirtir esta contintaño harold ramis ve daha fazlası için tıklayınız e aqueles que decidiram yardımcısı bir este filme também,1
yarım saatin sadece on beş dakika sürmesinin bir sebebi var,1
Konuşan ağır film Robert Altman'in daha az eserlerinden biri gibi oynar,1
mutlu glib ve karakterleri gibi kısır,1
büyük bir öncül ile başlayan ve sonra sadece ayrı düşmüş olan filmlerden biri,1
   iddialı bir karmaşa,1
gerçek ya da sonuçlardan daha iyi ya da daha kötü olamaz n m 'ya da batısındaki bir deniz suyunda rutin bir atağı boşaltan imbecilic mafya alet torbasıyla değiştirilebilen diğer eylemciler,1
dişi set için çiftçi tarzı aşağı-ve-kirli kahkaha yapmak için ekşi bir girişim,1
[Macdowell] burada birkaç kez yeteneklerinin ötesine geçiyor ve bir oyuncunun ne kadar kötü olduğunu ortaya koyuyor,1
Bu filmi 1960 dolaylarında Peter satıcıları kenneth williams ve diğerleri ile birlikte bir İngiliz komedi olarak hayal edebiliyorum ama bu zamanda bu oyuncuyla bu film umutsuz,1
konuşkan yapay ve opak   ilginç bir teknik egzersiz ama sıkıcı bir resim,1
kurys neden tüm dönemin uçsuz bucaksız romantik yaşamlarının kum ve musset'in özellikle dikkat çekeceğini göstermez,1
Neredeyse hiçbir şey - sunumda olabileceği gibi gevrek ve grafik - tek taraflı dışa dönük cinsiyetçi veya ortalama ruhlu ve bir anlamda bu bir sorumluluk,1
robin tunney'i sevmek çok kolay - o güzel ve harekete geçebiliyor - ama seçimlerini anlamak gittikçe zorlaşıyor,1
Eğer tots'la dolu bir eviniz varsa - endişelenmeyin bu videolar büyümeden çok önce olacak ve o zamana kadar bekleyebilirsiniz,1
anton chekhov'un kiraz bahçesi yeni filmi 'ick'i' klasik'e koyuyor ',1
Dans edebileceğiniz bir müzikal ritim var ama enerjisi orijinalin zekası mizahı ve çabuk diyaloğuyla kıyaslanamaz eğer müzik istersem müziği alırım eğer gerçek bir film istersem kriter dvd'sini alırım,1
Sadece nostaljiye yönelmiş dikkat çekmeyen modern bir aksiyon / komedi filmi,1
tüm doğru unsurlara sahiptir ama tamamen birlikte jelleşir,1
yazar-yönetmen stephen gaghan ingilizce'nin 'yarı yarıya çok zeki' olmasının neredeyse ölümcül hatasını yaptı ',1
Seagal yıllar önce filmlerden çıktı ve bu sadece bir kanıt,1
Film o kadar çekişmeli saçma ve formüle sahip onu düşünmeye geldiğinde günlük raflar onu saklamak için daha uygun bir yer olurdu,1
uzaktan problama yapan veya delen bir şeyden uzaklaşan garip bir garip vitrin,1
isim her şeyi söylüyor jackass marquis de sade seti için hazırlanmış samimi kamera bir kaba ve ucuz görünümlü sürümüdür,1
Hıristiyan ya da başka çocuklar anlamaya çalışan yıllarca yaşamış olsalar bile jonah'ın ümitsizliğinin tüm hikayesini - tüm acı veren yakalama-22 ihtişamında - duymayı hak ediyorlar,1
keyifli ama geri dönüştürülmüş jock piffle daha fazla değil,1
   Gördüğünüz film türü çünkü tiyatroda klima var,1
"zoe clarke-williams'ın düşkün gerilim filmi ""yeni en iyi arkadaş"" düşmana ihtiyacı var mı? Sadece bir başka jenerik dram onun zorunlu bir dizi ucuz heyecandan başka bir şeyi olmayan bir şey",1
stupefying saçmalık hip-hop cezaevi gerilim,1
karanlık hiciv ve çocuk uyanışının dengesiz bir karışımı,1
Açıkça ayrıntıda bize göstermekten iki-içecek-minimum kalabalığı kazanmak ne kadar zor olursa olsun 'komedyen' izlemekten öğrenilecek çok az şey var,1
Kesinlikle kabul edilebilir mükemmel bir şekilde mülayim yetkin bir şekilde hareket eder ama hiçbir şekilde korkunç korku filmi değildir,1
Denge arazi temelli 'dram' üzerine suya bağlı eylem lehine kaymış olsa da film daha keyifli olurdu ancak bu ikincisine verilen vurgu mavi suları ezdi,1
Sorun arşiv baskılarının ve film çekimlerinin gereksiz kalitesiz kalitesidir görüntüler kontrastsızdır karanlıktır ve çoğu zaman çözülecek kadar karanlıktır,1
Uzun süre açık bir meşrubat gibi: çok fazla şurup ve yeterli miktarda gaz,1
Film sürüklendikçe gizemli bir ses duyduğumu düşündüm ve kendimi güçlü bir şekilde ışığa doğru çekildiğini hissettim - çıkış işaretinin ışığı Sizi uyarmak için önden geri döndüm: bu film 90 dakika ve hayat çok kısa,1
Oldukça huzursuz edici sahneler var ama asla izleyiciyi rahatsız etmiyorlar,1
İmparator kulübü dünyadaki tüm iyi niyetlere sahip olan filmlerden biridir,1
Sonunda suyun ağırlığı şovun 'kırmızı ayakkabı günlükleri'nde görmeyi beklediğiniz yumuşak çekirdekli twaddle türüne benziyor ',1
Yüzeyselliğin üzerinde asla yükselmeyen düz bir gerilim filmi,1
gliztik ama formülü ve aptalca   cagney'in 'dünyanın tepesi' namlunun dibi ile değiştirildi,1
Yine de tarih olarak olabileceği gibi büyüleyici etkiler özellikle iyi hizmet etmek için çok ham,1
eisenstein sinemanın yönetmen devlerinden biri hakkında bir film için kayda değer bir brio yoksundur,1
dışarıda herkes slogan çift tabanca balistik-piroteknik hong kong aksiyon estetiğinden yoruluyor mu?,1
Bir kez daha yönetmen chris columbus yaratıcılığın altını çizen ve filmin yaklaşık üç saat boyunca sürmesine izin veren kürekle el ele tutuşarak yaklaşıyor,1
sara hizmet etmek zaman öldürmek için tasarlanmış bir alışveriş merkezi filminden biraz daha fazla,1
görmezden gelmek için çok akıllı ama biraz fazla kendini beğenmiş bir şekilde üstün olan bu film hedef kitlesini ayağa fırlatarak yüzüne serpiştiren bir film olabilir,1
Kahramanın kalbine sadece köpeğe verdiği iyi yapılmış ama duygusal olarak dağınık bir film,1
roland joffé ve demi moore'un kırmızı mektubundan beri klasik bir metnin en iddialı uyarlaması,1
Yaratıcı zihniyetin izole anları sonunda ince konserve mizah çorbasında kaybolur,1
Bir film olarak asla taze ve hayati görünmez İnsanlara dramatik şeyler gelse bile asla dramatik oynamaz hikaye anlatımı olarak çalışıyor,1
pluto nash'in maceraları bir sürü nada,1
gerçekten iyi bir öncül ortadaki karanlığa bölündü,1
lawrence onun günlük işine sadık kalmalı O bir standed komedyen daha iyi bir aktör,1
Bu filmin olacağını düşündüğüm kadar kötü olmamasına rağmen hala iyi bir film değil,1
Bazı trimler ve yıldızları arasında daha fazla kimyaya ihtiyaç duyulan iyi yapılmış bir inanç,1
Bunu söyleyeceğimi hiç düşünmemiştim ama daha çok gençlerini cinsel organlarını püre haline getirmeyi çok isterim!,1
Ne acı ne de tatlı ne romantik ne de komedi ne sıcak ne de bulanık,1
lastik olarak türev ve titizlikle hareket eder,1
Ana karakterleri ve birlikte bir araya gelip gelmeyeceklerini umursamadık ve michele'nin ruhani arayışı ilgiyi sürdürmek için ne eğlendirici ne de dramatiktir,1
arsa yakında zayıf büyüyor ve hızlı bir çözüm için kendinizi dua ediyorsunuz,1
Çok kötü bir büyücü daha iyi bir senaryo ile gelemedi,1
oyuncuların çoğu sert ya da sadece düz,1
pirinç bir film yapımcısının diğer derin güney öykülerinden ayıracağı yükselen yere herhangi bir kenarı veya kişiliği getirmesi için çok yayadır,1
En iyi ihtimalle cletis tout daha iyi bir film deneyimi arayışında olan video mağazasına bir gezi ilham edebilir,1
akılsız anlamsız tatsız ve aptal,1
gençler için bir film kadar çok gerilim değil güldürmek inleme ve tıslama,1
catsup olarak düz ve yaya olarak--,1
Önceden yapılmış büyük ekran poke-maninin zayıf örnekleri üzerinde bir gelişme,1
Bunu ciddiye almamamız gerektiğini biliyorum ancak gizli erkek kardeşin bazı önemli sosyal yorumları güçlü bir şekilde sunma fırsatını kaçırdığı düşüncesini sarsamam,1
Cennete olan mideniz büyük ölçüde konserve mısır iştahınıza bağlıdır,1
Ana karakteri olarak düzensiz bir resim,1
Şanslı bir mola için neyi hedeflediyse tuhaf rip-off hapishanesi romp kümesinin “unutulmaya yakında” bölümünde kesinlikle kayboldu Bu gibi bariz parmaklıklar ardında böyle tuhaf hareketler koyar gibi küçük,1
Bu büyüleyici - ve zamanında - içeriğin sarıldığı paket hayal kırıklığı yaratacak kadar geneldir,1
çocuklar bir şeyleri söylüyorlar ve çok fazla mermi çekiyorlar Bazı karakterler ölür ve diğerleri yoktur ve film yaşayanların bir çeşit ders aldığını iddia eder ve gerçekten de seyir izleyicisinin umurunda kimse yoktur,1
çılgınca beceriksiz ama parlak olarak adlandırılan yarı ölüdür - ya da denizci kötümserler için: tamamen asalını geçmiş,1
Kötü animasyon ve akılsız şiddetin sadece bir başka kombinasyonu   en ufak bir zekâ ya da çekicilikten yoksun,1
tüm filmin anlatı jimnastiği özünde özgün olmayan ve hikayesinin anlatılmaya değer olmadığı gerçeğini gizleyemez,1
lüks yaşam tarzını kolayca reddettiği gibi burada pek bir şey yok,1
Film sonuçta başka insanların hayatta kalması için ihtiyaç duyan bir şehir ormanındaki insanlardan daha fazlasını sunmaz,1
tüm çekimleri için fistfights ve araba kovalamaları için bu film bir flegmatic delik bu kadar aptalca aptal casusluk yapar casus film tüm korkuların toplamı ben affleck'in başrolünü oynadı hitchcockian gibi görünüyordu,1
Yazarlarından biri tarafından yönetilen bu hafif huylu farce john c Walsh uzun zaman önce geçen bir son kullanma tarihine bahse girer,1
[a] oldukça ince tasarlanmış bir film,1
biraz fazla istekli lütfen,1
Film karakterini daha cazip ya da koklu [leon'den] bulmak zor olurdu,1
Kapur'un materyalleriyle ilgili çelişkili duyguları kendine karşı çalışan bir filmle sonuçlanır,1
" ""İyi niyetle döşenen yol video mağazasına yol açar""",1
Animasyonlu drivel saçma sapan putperestlerin kendi imajını geliştirmek anlamına geliyordu,1
bu yüzden eğlence,1
Bu sözde komik filmde birbiri ardına bir sahne rahatsız edici bir thud ile yere düşer,1
'Şato gülünç ve mütemadiyen arsalarını çevreleyen kültürel hendeyi asla yenemez ',1
meyjes ekrana işkence yapan sıkıcı bir sanatçı ve canavarı ile dolduracağı zaman maksimuma çok fazla odaklanıyor,1
aktörlerin en akıcı olduğu jacobi nijinsky'nin yazdıkları eserlerden göreceli olarak kuru bir materyal verir ve görseller hatta erotik olarak açık olanlar bile çirkin bir şekilde tekrarlayıcı hale gelir,1
Crudup'un ekran varlığı erkeklerin neden ailelerini terk ettiğinin duygusal varoluşsal bir araştırmasının ortasında yer alan tek şeydir,1
En iyi yabancı filmi oscar için aday göstermenin kesin bir yolu var: büyüleyici bir mimariye sahip yabancı bir şehirde dolaşırken ilham verici olmayan yaşamı anlatan bir dersi öğrenen kaprisli halk hakkında bir film yapmak,1
müthiş özel efektler ve fungn gags rağmen harry potter ve sırlar odası j yapmak için bir yol bulur k Korkunç bir deliğe kürek muhteşem serileri,1
zaten belirsiz bir demografinin en küçük segmentine hedeflenen inanılmaz derecede dar bir şaka,1
Güldüğüm tek şey onu görmek için ödeme yapan insanlardı,1
Tüm öğeler büyük bir film noir için yerinde ancak yönetmen george hickenlooper malzemeye yaklaşımı çok iyimser,1
Bir kocanın zorbalığına karşı savaşmaya karar veren tehlikeli bir lanetle ilgili hacklenmiş hikâye çok fazla abartılı,1
Telefon çalıyor ve bir ses yaşamak için yedi gününüz olduğunu söyledi Daha sonra video gece yarısından önce gişe rekorları kıran geri dönmezse korkutucu gecikme ücretleri ile karşılaşacağınız konusunda sizi uyaran başka bir telefon alırsınız o k  pek sayılmaz,1
Muhtemelen büyük bir film stüdyosu tarafından yayınlanan en sorumsuz resim,1
Filmin genel atmosferi ve odak noktası ilginç ama sürekli olarak tatmin edici değil,1
   ciddi dehşet içinde ucuz gülünç bir girişim,1
Sekizinci sınıf olmayan bir kız çocuğunuz büyük olasılıkla bu süreçte bayılacak,1
cezai onaylayıcı benzetme,1
Özniteliklerinde konunun konusu olan iki yıllık ilişki kadar uzun sürdüğü görülüyor,1
baştan sona bu aşırı ısınmış melodram öğrenci filmi gibi oynuyor,1
ms ise film daha az önem kazanır şekerci onun sakarinine karşı gelmesini takip etti,1
sadece çok akıllı değil,1
Günlerin acımasız sonu gibi yara hasarı schwarzenegger'i trajik bir figür olarak sunar ancak sempati gerçekten çok karmaşık yüz ifadelerini denemeye zorlanan herhangi bir izleyiciye aittir,1
(mümkünse) tutku ya da siyaset olmadan bir pasolini filmi ya da güzellik ya da mizahsız bir almodovar filmi hayal edin ve o gecekonduları izlemenin uykusuzluk deneyimi hakkında bir fikriniz var,1
cüretkar ve orijinal olmaya çalışırken sadece zaman zaman hiciv ve asla taze olmadı,1
Kulak zarı çalarken silahlı çatlaklardan 90 dakika çığlık atan metal smashuplar ve garip çift çift sniping,1
Ne yazık ki aktörlerin birçoğu ilk ortaya çıktıklarında bir kıvılcım ya da ikiyi atsalar da bir komedinin bu soğuk boşluğuna tepki vermeye başlamak için yeterince ısı üretemezler,1
asla bu kavramdan faydalanamaz ve hoşgörü konusundaki özel bir okulun havadar ve amatör havasını tercih eder,1
Bir süre sonra hoffman'ın tuhaflıkları ve tavırları özellikle de küçük bir dozda bu kadar gerçekçi görünen şeyler can sıkıcı ve yapay hale gelir,1
Bu sefil unfunny wannabe komedi inane ve korkunç - şüphesiz bu yaz gördüğüm en kötü film,1
Bu sızıntı ilgisiz chan chaner eşsizliği; Hatta jennifer aşk hewitt squander söyledi!,1
Film ağrısız saçma seslere ve birkaç aptal subplots'a geri dönmeye devam ediyor,1
bu masal anlatıldı ve yeniden anlatıldı; yarışlar ve raketler değişiyor ama şarkı aynı kalıyor,1
şaşırtıcı derecede düz bir geri çekilme yarı pişmiş kurulumlar ve yavaş pacing ile karıştırıldı,1
Psikolojinin 101 romantik takıntının çalışmasını unutun ve sadece kostümlerin kaleleri izleyişini seyredin ve bu böyle bir delik gibi görünmeyecektir,1
Karanlık bir video mağazası köşesine düşürülmesi gereken bir film bir şekilde tiyatrolara doğru yol alıyor daha düz olabilecek bir oyunculuğu hayal etmek zor,1
Kötülüğü tanımlamanın yeni yolları ne kadar kötü olduğunu açıklamak için icat edilmelidir,1
Çok fazla çaba ve zeka sergileniyor ama yürütmede her şey garip durağan ve cansız yiğitliktir,1
Donut ve ayakları dilenci bir giannini olarak dilenirken madonna onun en iyi performansını verir zira abel ferrara onun tehlikeli oyunundaki bir hamuru dövmüştü,1
Konuyu ele almak için daha ilginç yollar olduğundan şüpheleniyorum,1
terbiyeli ama sıkıcı,1
Filmin kendisi çok ilginç ve tuhaf bir şey hakkındadır muhtemelen vasat oyunculuğun ya da oldukça sıradan bir anlatımın imzası olmadan gerçek bir belgesel olarak daha iyi çalışır,1
son beş yılda yapılan her genç filmin kasıtsız bir parodi,1
sadece küçük çocuklar için eğer onlar Anne ve babaları kulaklarındaki kulak tıkaçlarını tıkar ve yastık kılıflarını 87 dakika boyunca kafalarına koyarlardı,1
tüm şiddeti için film sadece bir izlenim veren sadece caine ile oldukça sıkıcı,1
yönetmen John Staintonton'un dilini yanağında ne kadar sıkı sıkıya tuttuğuna bakılmaksızın gerçek şu ki tuhaf bir kavram bir film yapmaz,1
Yüzde mevsimsel tezahürat için bir alt formülü tokat,1
eylem makul olarak iyi yapılır   henüz hikaye karakter ve komedi bitleri birlikte sorunsuz uyum sağlayacak kadar düzensizdir,1
Birbirinden ilginç fark edilmeyen insanlar “sadakatsiz” olarak birbirleriyle ve birbirleriyle kötü şeyler yaparlar Bu filmde karakteri olmayan birinin neden umursadığıdır,1
ince dönem parçası,1
tepe soluk senaryodan başlayarak hareketlerden geçiyor gibi görünüyor,1
howard geçmişin sürrealist gelişmesiyle büyüler bu yüzden eski bir retrospektiften çıkmış olduğuna yemin edersiniz,1
Resimden söylenebilecek en güzel şey birkaç sevimli anı olması,1
Kötü bir teklif değil sadece kötü bir film,1
zaten zayıf bir hikaye varolan bir anti-virüs arayan işgalcilerden hayatta kalıyor Bu tür bir film için sadece bir tane varsa,1
sürpriz sonun ortaya çıktığı zaman faiz yeniden canlandırılamaz,1
gençliğin nezaketsizliği yazar-yönetmen anne-sophie birot'undan gelen bu olgunlaşmadan ve anlamsız bir şekilde Fransızların yaşlanan ithalinde rahatsız edici bir görüntü sergiliyor,1
Tunney'in bile kurtaramadığı tuhaf bir ateşleme,1
kahrolası kraliçeyi seyretmek atılan özel efektlerle bir araştırma ödevi okumak gibidir,1
En son dublör düzenleme veya daha ucuz aksiyon film prodüksiyon değerlerini son ops'tan daha çok gördüğümü hatırlayamıyorum,1
çok fazla nemesis yorgun ve konuşkan bir duyguya sahiptir,1
100 dakika boyunca tuzağa düştüm ve bariz bir kaçış olmadan hissettim,1
ne zaman hundert anlatısında bize şunu söylüyor: 'bu sürpriz olmayan bir hikâye' anlaşmaya vardık,1
Hitler'in karakterizasyonu ve onun kışkırtıcı sonucunun doğası gereği hakkında fikirlerini ve daha fazlasını merak etmemizi engelliyor,1
Kötü yazım kötü yön ve kötü oyunculuğun nadir kombinasyonudur - kötülük trifecta,1
her sahne rutini rüşvet; Film asla tek bir gerilim tehdidi yaratmayı başaramaz,1
nba özellikleri için 95 dakikalık bir ticari gibi oynayan beceriksiz bir şekilde monte edilmiş klişeler ve pabulumun ruhsuz bir kargaşası,1
Borstal çocuk film yapımcılığının en kötü türünü temsil ediyor tutkulu ve dürüst davranıyormuş gibi davranan ama gerçekten sinir bozucu ürkek ve sinsice,1
filmin kişilik eksikliği sinema filminden etkilenen çocuktan hiç çekilmemiş en çılgın İrlandalı sahnelere kadar tüm yönlerine nüfuz ediyor,1
büyük temalar kendi yapıtının katilinde kaybolur gibi whodunit seviyesinde çalışır,1
ezilme bir adamın bebeklerin vadisinden beri kadınlarla ilgili yaptığı en kötü film olabilir,1
4ever pokemon videoları gibi aynı balyoz çekiciliğine sahip ancak büyük ekranda daha fazla nefes alıp baş ağrısını daha yavaş yavaşlatıyor,1
Aslına bakılırsa aslına sadık kalabilen birinin işi gibi hissettirir   ve belki de anlayabildiğinden daha fazlası onu hala işe yarayabilecek insanlar tarafından sevilmek ister,1
Römork park manolyası: çok uzun çok cutesy kendi öneminden çok emin ve hiç de yoğun olmayan ve hiçbir şey hakkında o garip gerginliğe sahip,1
[a] acımasızca ciddi bir film,1
Barney'in ezici bir şekilde kendi kendini şımartıcı gözlükçü izleyicileri içinde oturmanın çilesine uymak için hiçbir şey görmeyecekler,1
   aptallıkları kişinin aklına serin bitlerden çok daha fazla yapışır,1
sayılar   Bir kez daha aynı eski öykülerdeki mükemmel oyuncularını harcadı,1
Piyano öğretmeni başlık karakteri gibi itici bir şekilde kontrol dışıdır,1
itiraf etmeliyim runteldattan çıktım geri döndüm ve son 10 dakikayı kontrol ettim fakat bunlar ilk 30 ya da 40 dakikadan daha iticiydi,1
Film yapımcıları sinirden yoksun   Senaryonun hastalıklı mizah için potansiyelini tam olarak kullanmak,1
Film vaaz değildi ama kitap tarafından feminizmdi,1
   ekstrem spor üretimi için modernize edilmiş aynı yorgun eski gaglar Bu filmlerin çoktan fazlası zaten var,1
steven soderbergh'in önceki filmlerinin birçoğu bir sanatçının eserleri olarak selamlandı ne yazık ki tam frontal bir dilettante çalışması gibi çalış,1
Clockstoppers büyüdüğünde ne olmak istediğini bilmeyen çılgın karışık filmlerden biridir,1
parlak iyi niyetli ve düşündürücü olmasına rağmen tuck everlasting laconic temposu ve geleneksel aksiyon eksikliğinden muzdariptir,1
'Güllerin savaşı' römork-çöp tarzı eğlenceli ama bir varil içinde balık çekim gibi,1
sözde pokemon öldürülemez ancak pokemon 4ever cep canavar film imtiyazının neredeyse oyalamaya hazır olduğunu garanti eder,1
Beyaz çizgi roman kadar karakter geliştiremedi tek boyutlu buffonlar ona birkaç gülüyor ama başka bir şey değil,1
Ölü bir adamı diriltirken basılı kopya gelmek zorunda değil mi?,1
Cattaneo ilk filminin tam gecekondunun kaçak başarısını farklı bir şeyle izlemiş olmalıydı,1
Film formülü komployu ve tipik hollywood savaş filmi filmlerini pacing ederken performanslar deja vu hissini daha çok huşu ile karşılar,1
Bu aşırı gelişmiş dreck parçası şok edici derecede kötü ve kesinlikle gereksizdir hmmm… ileriye dönük bir ahşap parçanın kendini bir elektrikli kalemtıraş makinesine yerleştirerek bitirmesini önerebilir miyim?,1
mothman kehanetlerinin yapımcıları tüm filmlerin en korkutucu filmini üretmeyi başarabiliyorlardı - vasat bir korku filmi iyi olmak için çok kötü ve kötü olmak için çok iyi,1
Bay  Yapımlar bir film değil o kadar da komik olmayan gagların dağınık mizah anlarının gevşek bir koleksiyonu,1
Bu asla bilmeyeceğim hayat boyu ağdan kaçtı,1
Birisi rob schneider'i alıp komik biriyle cesetlerini değiştiremedi mi?,1
Bu günlerden biri olan hollywood genç bir film için orijinal bir fikir ortaya çıkaracak ancak o zamana kadar genç nesillere beslenecek olan bu rehaşlar var,1
Tüm parlak dokunuşları için ejderha ateşkesini yarı yarıya kaybeder neredeyse kusursuz bir sonuca vuruyor,1
Ben itiraf etmeliyim ki jason x tarafından şaşırdım,1
kesinlikle çavdarda yakalayıcıyı okuyan ama açıkça disleksi muzdarip biri tarafından yapılan ortalama ruhlu bir film,1
çok fazla çocuk-vid'in yaslılığı ve ikiyüzlülüğüne takılmak yerine çocuklarının çok fazla barney video izlemesi için zorlanan bir yetişkin tarafından çirkin orta-huylu bir çatışmaya uğruyoruz,1
Bu kendi kafasında çok fazla yaşayan bir film,1
jerry bruckheimer'in geri çekilme eylemi twaddle putrid gölet umpteenth yaz sıska daldırma,1
Ulusal fenerin minibüsü bir sonraki hayvan evi olmayı hedefleyebilir ancak bu yılın tomcats versiyonuna daha yakından benzemektedir,1
Film inşayı itti ama zaten eldritch hıristiyan sağ propaganda makinesini ulusal medya çevrelerine dönüştürdü,1
dogtown içi boş kendinden hoşgörülü ve - en kötüsü - sıkıcı,1
Bir film o kadar kötü ki savaş alanı ve showgirls içeren enkaz panteonuna hızla girer,1
büyük bir işten daha çok kariyer kariyeri,1
Senaryo yazarlarının sonunda bir yağlı silah satıcısı takım arabası kazıklarını ve gerekli çığlık kaptanı gibi polis fiske klişeleriyle kendilerini vuruyorlar,1
cox çılgınlığı büyütmekle çok daha ilgili adam değil ve sonuçlar sizi çıldırtabilir,1
İnsanlığın en büyük utancıyla etkilenecek olan gerçeklik şovları - gerçekler Allah aşkına! - testere ile cezalandırılması gereken bir suçtur,1
Bir bütün olarak ele alındığında smokin bir sürü kadar toplamaz,1
Öğrenmeye geldiğimiz gibi - saymak için parmaklarımız olduğu kadar - jason 'bırakma' kelimesinin anlamını bilmeyen bir katildir 'film yapımcıları bakmak isteyebilir,1
hayal kırıklığına uğramış bir '' ara '' - sanat evleri için çok kaygan azimli ve sömürücü ve alışveriş merkezleri için çok alaycı küçük ve yıkıcı,1
Bu geleneksel gerilim filmi orta derecede başarılı ancak tam olarak tatmin edici olmayan şey hakkında şaşırtıcı olan şey tam olarak ne kadar genteel ve beklenmedik bir uygulama olduğu ortaya çıkıyor,1
boğulma bu enayi için çok iyi,1
Daha çekici tatil mevsimi ürününün çığ gibi olması muhtemel olan unutulmayacak bir kar-ve-dublör işçiliği,1
Açıkçası bu oldukça aptalca Ben oldukça akıllı olduğunu düşündüm ben stiller'ın hayvanat bahçesi ile daha fazla eğlendim ama herkesi rahatsız edecek çok şey var,1
aşk liza festival pistinde kalmaktan daha iyi olan bir festival filmi,1
Sayılarla cinayetle ilgili hoş şeyler var - ama sonunda farklı unsurlar jelleşmiyor,1
   deneyimsiz çocukların iki ana karakteri oynadığı düşük bütçeli bir filmle uğraşmak film endüstrisinde dişlerinizi kesmenin en iyi yolu olmayabilir,1
Açıkçası bu filmin nasıl ortaya çıktığına bakarsak yetenekli bir aktörün bir mcculloch prodüksiyonunda neden tekrar işe yaradığını göremiyorum,1
benim kıymetli yeni yıldız savaşları filmim lumbering wheezy drag,1
tatil tezahüratının masumiyeti eskiden olduğu gibi değil,1
düz drama ve çok şiddetli ve komedi olarak işlev görmek için sordid olarak çalışmak için çok kampçılı kaba gerçekten ve nezaketle bir-bir-tür bir iş,1
sadece sırpların kendilerine değil aynı zamanda Amerikan sağcı aşırılık yanlısı bir ağa da hayranlık uyandıran küçük bir propaganda filmi,1
doğrudan videoya gitmeliydi Bir aksiyon filmine benziyor ama her seviyede çok zayıf bir şekilde yapılmış hatta böyle bir aldatmaca olarak nitelendirilemez,1
Orta yaş ve yaşlı erkeklerin aşırı içki içtiğini ağaçlara işediğini izlemek çok tuhaf ve rahatsız edici değil b s Bir diğeri sürükle bir şovda,1
Filmi tarihinizin entelektüel ve duygusal soyağacılığına yönelik bir selüloit turnusol testi ve hayran olduğum bir yönetmen için dev bir adım olarak düşünün,1
bir metafor olarak bir sansasyonel gerçek hayat 19 yüzyıl suçunu kullanan bir sıkıcı iddialı bir su birikintisi - iyi tam olarak ne emin değilim - ve bir yağmur damlasının tüm dramatik ağırlığına sahip,1
sheridan'ın çalışmak için harika bir hesabı vardı ama merakla suları yıkıyor çakıl ve zedelenmeyi hafif okumaya dönüştürüyor,1
Tipik geri tepme işlemlerinden oluşan sivri merdanelerle ağırdır,1
karakteri önemsemek çok zordur ve filmin merkezi kusuru budur,1
kar köpekleri onun mizacını siyah adamdan daha akıllı olan bir grup köpek tarafından aşağılanıyor,1
Filmin bütün uzantıları temel siyahta kaplanmamış film izleyicileri için anlaşılmaz olabilir,1
reggio ve cam tekrarlama ve sersemlemiş slo-mo dizileriyle sinizm'i yeniden canlandırırlar camın dirgelike skoru çılgın bir ninnidir,1
es triste tener que decirles que lo único gração de la cinta es el cuerpo desnudo de la heather,1
En son schwarzenegger veya stallone flick'ten başka bir şey sunmaz,1
